month,product_category,total_order,order_growth,total_revenue,revenue_growth,total_profit,profit_growth
2019-07,Suits,2,,284.0,,121.64299957826732,
2019-07,Suits & Sport Coats,6,50.0,701.5099983215332,126.6371515366964,422.11804984191315,128.4662244084273
2019-07,Sweaters,14,40.0,979.6500034332275,110.76353877042797,514.5888022911123,110.60404294857831
2019-07,Swim,13,-23.52941176470588,999.4299964904785,3.318412284807188,556.4560965015643,17.25313131607021
2019-07,Tops & Tees,14,-6.666666666666667,584.6200008392334,-42.493188366620316,256.9394210361586,-42.441720114298306
2019-07,Underwear,12,100.0,312.5900011062622,92.96870045518034,164.37238043893444,87.38890867913247
2019-08,Accessories,15,-6.25,723.5299997329712,-3.662920413566944,420.79211128969564,-6.888159084195367
2019-08,Active,16,-20.0,667.8600015640259,-47.37613431877596,390.478099832346,-47.181001149718384
2019-08,Blazers & Jackets,1,-80.0,25.25,-95.64272030698001,15.250999913085252,-95.66651700929069
2019-08,Dresses,10,42.857142857142854,648.260009765625,40.96899132946512,351.7496856526655,36.73637210258537
2019-08,Fashion Hoodies & Sweatshirts,32,45.45454545454545,1758.7600059509277,61.74885581227888,805.1874018946381,61.8460377501059
2019-08,Intimates,18,-18.181818181818183,692.4799995422363,7.918400419919297,324.5538302243744,9.241209160691414
2019-08,Jeans,14,75.0,1329.46000289917,93.77623591287038,633.4646025228166,108.4080965058163
2019-08,Leggings,5,25.0,126.32999801635742,-13.460749135153668,50.45116902828396,-15.586518048547596
2019-08,Maternity,10,25.0,491.5399971008301,15.81725258491335,274.4219176062065,17.8360153045395
2019-08,Outerwear & Coats,11,-21.428571428571427,1249.4099979400635,-18.912131240063495,695.7996077389172,-18.136571248002742
2019-08,Pants,12,-7.6923076923076925,679.4900016784668,22.27640784835963,365.4656806708199,19.16098473687692
2019-08,Pants & Capris,7,0.0,329.459997177124,15.006805520030841,156.4204489339359,15.095153506934103
2019-08,Plus,10,100.0,347.93999671936035,145.720334349322,171.23135843761392,146.3572658915163
2019-08,Shorts,18,50.0,941.1200046539307,-42.34887632951701,466.0640721117801,-43.553399931261325
2019-08,Skirts,1,0.0,68.6500015258789,278.2369309572357,43.52410119655133,301.0070483778192
2019-08,Sleep & Lounge,8,-20.0,394.2400016784668,-40.05777691635337,172.7675603637291,-48.80903548232515
2019-08,Socks,8,14.285714285714285,133.41000080108643,-20.979683641664586,54.098790092543034,-18.607078835321577
2019-08,Socks & Hosiery,6,200.0,94.3799991607666,214.59999720255536,54.901889697928574,222.47805890479788
2019-08,Suits,1,-50.0,122.59999847412108,-56.83098645277427,51.24679908449649,-57.87114814484383
2019-08,Suits & Sport Coats,6,0.0,771.8100032806396,10.021240627690217,437.40599296887524,3.6217222013338586
2019-08,Sweaters,17,21.428571428571427,1609.960012435913,64.34032631998528,833.5670885530353,61.98702436619893
2019-08,Swim,21,61.53846153846154,1299.8199920654297,30.056131658022828,614.762093637196,10.478094768338627
2019-08,Tops & Tees,25,78.57142857142857,878.0599966049194,50.19328715138845,385.54372962229456,50.05238513713228
2019-08,Underwear,8,-33.33333333333333,198.57999801635742,-36.472696722998535,104.19427881953985,-36.610835384081575
2019-09,Accessories,17,13.333333333333334,756.2799978256226,4.526418822265589,463.5199100066793,10.154134920929538
2019-09,Active,9,-43.75,386.89999294281006,-42.068698224665425,221.27962521754006,-43.331104788579
2019-09,Blazers & Jackets,11,1000.0,1333.5199966430664,5181.2673134378865,838.5340748973983,5398.223589772248
2019-09,Dresses,6,-40.0,485.3500032424927,-25.130349561749394,259.67375226978214,-26.176550296566166
2019-09,Fashion Hoodies & Sweatshirts,26,-18.75,1359.8200073242188,-22.683026523053655,635.3787723420844,-21.089330155065422
2019-09,Intimates,20,11.11111111111111,992.9600105285645,43.39186852832722,446.99100537634456,37.724766664231154
2019-09,Jeans,27,92.85714285714286,3045.809995651245,129.10128841854657,1401.4241000306872,121.23163542989124
2019-09,Jumpsuits & Rompers,2,100.0,60.5,-36.97916666666667,26.78100006468594,-43.52859308151153
2019-09,Leggings,3,-40.0,76.07999992370605,-39.776774227563045,30.652349865824313,-39.24352902776152
2019-09,Maternity,12,20.0,992.8799953460693,101.99373422350386,558.2175357597536,103.41579879227861
2019-09,Outerwear & Coats,18,63.63636363636363,2910.230010986328,132.9283434408644,1625.4550441457764,133.60965227156194
2019-09,Pants,13,8.333333333333332,754.0199995040894,10.968520160932403,407.05489881835587,11.379787582570843
2019-09,Pants & Capris,4,-42.857142857142854,202.86999893188477,-38.423480644049796,90.23170972811147,-42.314633193374355
2019-09,Plus,5,-50.0,82.99000072479248,-76.148186035729,40.919860346797265,-76.10258966572066
2019-09,Shorts,31,72.22222222222221,1139.8500061035156,21.116329529374113,569.6128630905612,22.217715798085827
2019-09,Skirts,1,0.0,89.0,29.643114379902496,53.75600014952943,23.50858184703613
2019-09,Sleep & Lounge,19,137.5,1041.8900051116943,164.27810487922943,542.0850415847069,213.7655242937102
2019-09,Socks,9,12.5,231.5500030517578,73.56270269198004,87.93168071337152,62.53908925311068
2019-09,Socks & Hosiery,9,50.0,115.39999961853027,22.27166840927628,71.25775987824962,29.7910878301483
2019-09,Suits,5,400.0,345.9599952697754,182.18597029004212,138.86722766472442,170.9773686269811
2019-09,Suits & Sport Coats,12,100.0,2152.970027923584,178.95078047346033,1328.6249008389013,203.75095956525752
2019-09,Sweaters,30,76.47058823529412,2498.650011062622,55.19950755063145,1311.7628758749697,57.36740256288434
2019-09,Swim,19,-9.523809523809524,868.3200035095215,-33.19690350894277,412.55454987993073,-32.89199933602262
2019-09,Tops & Tees,36,44.0,1200.1800079345703,36.68542156289439,516.3583754384738,33.9299113862737
2019-09,Underwear,14,75.0,320.86999893188477,61.58223493659924,167.3926092152152,60.654319135057534
2019-10,Accessories,28,64.70588235294117,953.7599987983704,26.11202220613023,579.6282107215595,25.049258555734337
2019-10,Active,19,111.11111111111111,870.0999975204468,124.89015595538181,514.2656069918246,132.40531363258137
2019-10,Blazers & Jackets,5,-54.54545454545454,533.9200057983398,-59.96160483964229,330.7224225006568,-60.559453407886444
2019-10,Dresses,11,83.33333333333334,844.4000024795532,73.97754132859671,458.4448321462936,76.5464657629327
2019-10,Fashion Hoodies & Sweatshirts,30,15.384615384615385,1546.2300033569336,13.708431632766052,739.2815198011031,16.35288303322132
2019-10,Intimates,28,40.0,1026.3800020217896,3.365693596808117,474.19531150667325,6.086096991464961
2019-10,Jeans,30,11.11111111111111,2850.0999908447266,-6.425548707435786,1321.5818981300465,-5.697219128662936
2019-10,Jumpsuits & Rompers,2,0.0,161.86000061035156,167.5371910914902,82.29434026711792,207.2862853080426
2019-10,Leggings,6,100.0,149.78999996185303,96.88485819146196,59.487279726017526,94.0708623854727
2019-10,Maternity,13,8.333333333333332,638.5299968719482,-35.68910645144099,364.1766269824956,-34.7608049455418
2019-10,Outerwear & Coats,30,66.66666666666666,4378.040004730225,50.43621941230789,2422.908361087963,49.06031205318701
2019-10,Pants,18,38.46153846153847,1114.700002670288,47.83427540428821,619.4845308716793,52.18697346966903
2019-10,Pants & Capris,13,225.0,690.580005645752,240.40519016201097,323.98045334107724,259.0538784173586
2019-10,Plus,8,60.0,191.3900032043457,130.6181486116914,98.48908168345511,140.68772681225366
2019-10,Shorts,19,-38.70967741935484,969.5700016021729,-14.938808052774514,476.15302047768563,-16.407607459176464
2019-10,Skirts,8,700.0,262.85000228881836,195.3370812233914,161.63264199359915,200.6783271523115
2019-10,Sleep & Lounge,27,42.10526315789473,1445.230001449585,38.71233953287143,674.1397092677018,24.360507586955784
2019-10,Socks,16,77.77777777777779,223.52999782562256,-3.463616981401016,89.13042889388994,1.3632722254291354
2019-10,Socks & Hosiery,4,-55.55555555555556,81.89000129699707,-29.03812689107874,47.64849084588349,-33.132207738083146
2019-10,Suits,5,0.0,646.7300033569336,86.93779980330426,266.3750606204817,91.81996004385367
2019-10,Suits & Sport Coats,13,8.333333333333332,1947.3100118637085,-9.552386396118239,1166.3743097096913,-12.211918580388199
2019-10,Sweaters,24,-20.0,2209.82999420166,-11.55904250624252,1186.9021274528611,-9.518545669988123
2019-10,Swim,25,31.57894736842105,1451.9100131988525,67.20909426600947,667.466063980245,61.78855964005328
2019-10,Tops & Tees,30,-16.666666666666664,1314.3200054168701,9.510239857996563,561.2773238472166,8.699180752243867
2019-10,Underwear,18,28.57142857142857,541.7600040435791,68.84096545236238,284.92186168202323,70.21173337211185
2019-11,Accessories,18,-35.714285714285715,951.4900150299072,-0.23800366667956901,569.0420206477452,-1.826375921323077
2019-11,Active,15,-21.052631578947366,819.0099983215332,-5.871738805253013,478.0672573736503,-7.038843182594894
2019-11,Blazers & Jackets,3,-40.0,103.30000114440918,-80.6525322103354,64.20991041588611,-80.58495401358564
2019-11,Dresses,19,72.72727272727273,1697.5300035476685,101.03387003350623,957.8350328609089,108.93136222664532
2019-11,Fashion Hoodies & Sweatshirts,30,0.0,1537.4800033569336,-0.565892524462943,729.3583606349611,-1.3422706912532774
2019-11,Intimates,28,0.0,950.5100021362305,-7.391999038962998,431.5729514077075,-8.988355444413953
2019-11,Jeans,28,-6.666666666666667,3078.2200088500977,8.003930344133638,1413.9795955157053,6.991446955833433
2019-11,Jumpsuits & Rompers,1,-50.0,14.470000267028809,-91.06017532900998,6.7864301342521145,-91.75346674847366
2019-11,Leggings,10,66.66666666666666,326.85999965667725,118.21216352221016,130.16383931657307,118.80953359453119
2019-11,Maternity,14,7.6923076923076925,635.9600028991699,-0.4024860202916529,352.1497008081611,-3.3024980965932587
2019-11,Outerwear & Coats,19,-36.666666666666664,3034.900001525879,-30.679025357309637,1708.6612089597816,-29.478917304468823
2019-11,Pants,17,-5.555555555555555,1069.0300045013428,-4.097066301205871,570.4553613862445,-7.914510700766927
2019-11,Pants & Capris,10,-23.076923076923077,544.6700038909912,-21.128616606604805,249.2793723769543,-23.05728021359356
2019-11,Plus,11,37.5,316.83000659942627,65.5415650216324,156.67841326106355,59.082012526657046
2019-11,Shorts,25,31.57894736842105,1061.0600113868713,9.43614278840261,528.0370753889358,10.896508618006694
2019-11,Skirts,5,-37.5,481.69000244140625,83.25660956705167,272.5459021814637,68.62058234020381
2019-11,Sleep & Lounge,17,-37.03703703703704,1049.6000003814697,-27.374881553198666,545.34958083159,-19.104367635606696
2019-11,Socks,14,-12.5,259.7700023651123,16.212591102765924,106.63143059269146,19.635271495929313
2019-11,Socks & Hosiery,7,75.0,108.77999973297119,32.83672977174588,66.64422002096704,39.86638157444321
2019-11,Suits,3,-40.0,287.48999977111816,-55.5471374021825,112.6213193096298,-57.720771964426795
2019-11,Suits & Sport Coats,12,-7.6923076923076925,1769.3900184631348,-9.136706139064737,1059.6177235823898,-9.152858155275474
2019-11,Sweaters,26,8.333333333333332,1964.2300052642822,-11.113976621812721,983.8847229462208,-17.104814273298484
2019-11,Swim,38,52.0,2078.269983291626,43.14041258746988,1001.2323285639467,50.00497891883535
2019-11,Tops & Tees,25,-16.666666666666664,1054.340006828308,-19.78057075271427,468.55211430402363,-16.52039118694797
2019-11,Underwear,21,16.666666666666664,595.7100048065186,9.958284177545105,312.26846208217455,9.597929845997744
2019-12,Accessories,22,22.22222222222222,1175.8800020217896,23.583010167986817,719.5764729990537,26.4540133925354
2019-12,Active,35,133.33333333333331,1695.1300010681152,106.97305338666064,988.1515580997984,106.69718389173717
2019-12,Blazers & Jackets,8,166.66666666666669,847.6999969482422,720.6195426495614,537.263396397144,736.7297087276736
2019-12,Dresses,15,-21.052631578947366,1176.820013999939,-30.674567663575758,653.4967488114892,-31.77355949702603
2019-12,Fashion Hoodies & Sweatshirts,27,-10.0,1526.4100017547607,-0.7200094686111437,752.5093196881292,3.174154202196771
2019-12,Intimates,40,42.857142857142854,1373.0800037384033,44.45718621081997,644.3429424828751,49.301048729108956
2019-12,Jeans,45,60.71428571428571,3947.9800148010254,28.2552905071862,1855.8519800022443,31.250265978935833
2019-12,Jumpsuits & Rompers,3,200.0,52.05999946594238,259.7788424687576,23.601959752523307,247.78166555345103
2019-12,Leggings,6,-40.0,235.919997215271,-27.822310021699376,88.42451843192289,-32.06675610046771
2019-12,Maternity,10,-28.57142857142857,532.9900016784668,-16.191270009323024,306.5855602635784,-12.938855390197961
2019-12,Outerwear & Coats,15,-21.052631578947366,1364.8599910736084,-55.02784307926496,748.4166743026747,-56.198650125714245
2019-12,Pants,22,29.411764705882355,1356.7399950027466,26.913181977114697,730.3345961851869,28.026598682572683
2019-12,Pants & Capris,5,-50.0,242.42000007629395,-55.492316752436544,118.65601026213986,-52.40038951850734
2019-12,Plus,13,18.181818181818183,414.979998588562,30.978755150937616,213.51787937314936,36.27779023864488
2019-12,Shorts,34,36.0,1301.0100059509277,22.614177519556776,646.1890529445476,22.375697287654408
2019-12,Skirts,10,100.0,402.4699945449829,-16.446263674749993,242.88984749635853,-10.881122940296452
2019-12,Sleep & Lounge,28,64.70588235294117,1496.159999847412,42.545731640972114,798.1658107045992,46.358563160073594
2019-12,Socks,15,7.142857142857142,271.03999948501587,4.338452098892982,102.67492948650865,-3.710445488906338
2019-12,Socks & Hosiery,6,-14.285714285714285,121.00000095367432,11.233683812006156,72.94202073485127,9.449882843407677
2019-12,Suits,7,133.33333333333331,760.920000076294,164.6770324818573,293.100629345537,160.25323725760612
2019-12,Suits & Sport Coats,13,8.333333333333332,1530.7700004577637,-13.486004527856036,893.077282537239,-15.717030523244322
2019-12,Sweaters,34,30.76923076923077,2325.1000051498413,18.372084680429516,1231.2476828028314,25.14145753944504
2019-12,Swim,26,-31.57894736842105,1369.3500051498413,-34.11106275128778,708.2494689703329,-29.26222528330012
2019-12,Tops & Tees,28,12.0,1270.2200012207031,20.47536781249633,564.2362822324585,20.42124344493929
2019-12,Underwear,22,4.761904761904762,530.1800022125244,-11.000319293827827,281.46202068658823,-9.865370710244665
